[2017-12-08T02:57:37,893][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.1gb[10%], replicas will not be assigned to this node
[2017-12-08T10:27:15,183][WARN ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] high disk watermark [90%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 10.1gb[9.1%], shards will be relocated away from this node
[2017-12-08T10:27:15,361][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] rerouting shards: [high disk watermark exceeded on one or more nodes]
[2017-12-08T10:27:45,694][WARN ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] high disk watermark [90%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 10.2gb[9.1%], shards will be relocated away from this node
[2017-12-08T10:28:15,702][WARN ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] high disk watermark [90%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 10.2gb[9.1%], shards will be relocated away from this node
[2017-12-08T10:28:15,702][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] rerouting shards: [high disk watermark exceeded on one or more nodes]
[2017-12-08T10:28:45,722][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:29:15,733][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:29:45,742][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:30:15,752][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:30:45,780][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:31:15,792][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:31:45,810][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:32:15,833][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:32:45,841][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:33:15,853][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:33:45,864][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:34:15,876][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:34:45,883][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:35:15,895][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:35:45,905][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:36:15,915][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:36:45,927][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:37:15,939][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:37:45,947][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
[2017-12-08T10:38:15,959][INFO ][o.e.c.r.a.DiskThresholdMonitor] [ECQAvbC] low disk watermark [85%] exceeded on [ECQAvbC6TNSuVgNcvSW4sw][ECQAvbC][/Users/franztscharf/Dropbox/GoodNotes/DBPRO/DBPRO_DokCluster/applications/elasticsearch/data/nodes/0] free: 11.2gb[10%], replicas will not be assigned to this node
